Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-12-09,30.800541422017968,31.41842709412101,30.784898331334865,31.31675148010254,28548700,0.0,0.0,PETR4.SA
2024-12-10,31.52010800777837,31.62178661288242,31.371503110791437,31.434072494506836,21837600,0.0,0.0,PETR4.SA
2024-12-11,31.55920746128387,31.879883315878317,31.246354642731312,31.74692153930664,46900900,0.0,0.0,PETR4.SA
2024-12-12,31.488115377111114,31.62636232413821,31.000177859001187,31.179088592529297,38310600,1.551743,0.0,PETR4.SA
2024-12-13,31.390524542565252,31.49624479853798,30.837530575923438,30.983911514282227,23235400,0.0,0.0,PETR4.SA
2024-12-16,31.057104442838785,31.114030023129384,30.764345645149184,30.853797912597656,21349400,0.0,0.0,PETR4.SA
2024-12-17,30.85380065041461,31.301077538403447,30.76434837502858,31.146562576293945,39617200,0.0,0.0,PETR4.SA
2024-12-18,31.130298024948935,31.227887402797386,30.34147071838379,30.34147071838379,58126400,0.0,0.0,PETR4.SA
2024-12-19,30.626093547876945,30.845664958151605,30.07309957434326,30.219480514526367,43268400,0.0,0.0,PETR4.SA
2024-12-20,30.21948557809432,30.37399743986145,29.853533166317675,29.967384338378906,59277400,0.0,0.0,PETR4.SA
2024-12-23,30.08936652637357,30.130027212048,29.8616642048276,29.975515365600586,43785600,0.0,0.0,PETR4.SA
2024-12-26,30.082647116324363,30.395039677863377,30.05731572646629,30.200849533081055,22920700,1.356891,0.0,PETR4.SA
2024-12-27,30.39504517249845,30.39504517249845,30.06576603178703,30.107980728149414,24167200,0.0,0.0,PETR4.SA
2024-12-30,30.20929056771046,30.70743161445734,30.200848918445768,30.555456161499023,22355600,0.0,0.0,PETR4.SA
2025-01-02,30.749652881053148,31.31534012604026,30.55546269867695,31.045162200927734,30046800,0.0,0.0,PETR4.SA
2025-01-03,31.13803280119946,31.27312174785387,30.66521987752176,30.715879440307617,23314200,0.0,0.0,PETR4.SA
2025-01-06,30.901626768899813,30.977614507707546,30.445703556828153,30.57234764099121,23760200,0.0,0.0,PETR4.SA
2025-01-07,30.85940955804572,31.450424898275596,30.648332880876087,31.222461700439453,37753300,0.0,0.0,PETR4.SA
2025-01-08,31.2309077732917,31.340665330687035,30.75809483875351,30.96917152404785,24483500,0.0,0.0,PETR4.SA
2025-01-09,30.986057066260887,31.214020265668506,30.986057066260887,31.104259490966797,11526600,0.0,0.0,PETR4.SA
2025-01-10,31.450424514170816,31.678387709222843,31.154918458052148,31.188688278198242,40328800,0.0,0.0,PETR4.SA
2025-01-13,31.492640632907356,31.68683079584401,31.214021084615496,31.298450469970703,22897100,0.0,0.0,PETR4.SA
2025-01-14,31.332223459723217,31.349109980920776,30.88474192069899,31.087373733520508,29173100,0.0,0.0,PETR4.SA
2025-01-15,31.180242911377647,31.50952196916371,31.070482151857604,31.484193801879883,32512700,0.0,0.0,PETR4.SA
2025-01-16,31.41665174927039,31.441983140570585,31.045157958203845,31.28156280517578,26733200,0.0,0.0,PETR4.SA
2025-01-17,31.247788518047372,31.57707082562491,31.11269957933903,31.4082088470459,39941100,0.0,0.0,PETR4.SA
2025-01-20,31.425092597701568,31.602396210236513,31.332218356628765,31.484193801879883,13912800,0.0,0.0,PETR4.SA
2025-01-21,31.32377755599236,31.53485423284076,31.00294332614043,31.492639541625977,23612200,0.0,0.0,PETR4.SA
2025-01-22,31.54329558477881,31.771258756837895,31.264672856448552,31.315332412719727,21832200,0.0,0.0,PETR4.SA
2025-01-23,31.340664063168308,31.585513781193132,30.986056792187103,31.09581756591797,26725700,0.0,0.0,PETR4.SA
2025-01-24,31.138031214501236,31.154917734569374,30.73276439518916,30.935396194458008,16216500,0.0,0.0,PETR4.SA
2025-01-27,30.87629549177215,31.49263899089822,30.791866110819047,31.39132308959961,29809700,0.0,0.0,PETR4.SA
2025-01-28,31.577069009817663,31.653056734769905,31.138029179068504,31.349105834960938,27621700,0.0,0.0,PETR4.SA
2025-01-29,31.40820619202699,31.517966951941137,31.036709226401907,31.15491485595703,18204400,0.0,0.0,PETR4.SA
2025-01-30,31.27312224217184,31.669944217555845,31.070487208600007,31.568628311157227,30916000,0.0,0.0,PETR4.SA
2025-01-31,31.5686233363829,32.39604341992672,31.450420927415795,31.821914672851562,37044800,0.0,0.0,PETR4.SA
2025-02-03,31.881021174005,31.923239087742207,31.560186930869627,31.661502838134766,24877600,0.0,0.0,PETR4.SA
2025-02-04,31.492636414996188,31.534851102019843,31.08736962217562,31.349105834960938,34290300,0.0,0.0,PETR4.SA
2025-02-05,31.28156236075434,31.298448881123065,31.028270996772306,31.121145248413086,20539800,0.0,0.0,PETR4.SA
2025-02-06,31.10426265423725,31.340667527691195,30.98606021751028,31.062047958374023,17512400,0.0,0.0,PETR4.SA
2025-02-07,31.121145676331665,31.26467627027775,30.707433973545378,30.884740829467773,21438700,0.0,0.0,PETR4.SA
2025-02-10,31.078931045284413,31.26467633070455,31.00294331282066,31.09581756591797,17483300,0.0,0.0,PETR4.SA
2025-02-11,31.247789810070994,31.31533589260522,30.969170271553548,31.09581756591797,16624300,0.0,0.0,PETR4.SA
2025-02-12,30.94384264442423,31.02827202830026,30.487916241634743,30.631446838378906,37364500,0.0,0.0,PETR4.SA
2025-02-13,30.563904354557213,30.6736651315772,30.411928885075568,30.665220260620117,15351300,0.0,0.0,PETR4.SA
2025-02-14,30.76653876223621,31.729051223745135,30.73276893788271,31.6108455657959,40322000,0.0,0.0,PETR4.SA
2025-02-17,31.77970455904394,32.01610941098968,31.636173962012467,31.80503273010254,22615200,0.0,0.0,PETR4.SA
2025-02-18,31.847251767632276,32.45515043992938,31.8388068964648,32.38760757446289,44062600,0.0,0.0,PETR4.SA
2025-02-19,32.176527267080274,32.64089528504732,31.973892251922745,32.45514678955078,32648200,0.0,0.0,PETR4.SA
2025-02-20,32.438263698152944,32.564910998608,32.345392661363825,32.50580978393555,26641200,0.0,0.0,PETR4.SA
2025-02-21,32.531135771016146,32.531135771016146,32.22718484695621,32.412933349609375,30115200,0.0,0.0,PETR4.SA
2025-02-24,32.50580830705392,32.51424995700588,31.91479296640713,32.18497085571289,27830300,0.0,0.0,PETR4.SA
2025-02-25,32.18496964560479,32.45514752475225,31.940123156909777,32.041439056396484,31960900,0.0,0.0,PETR4.SA
2025-02-26,32.29473041550043,32.29473041550043,31.872577076735723,32.041439056396484,27420200,0.0,0.0,PETR4.SA
2025-02-27,30.69899752191725,31.019835026113395,29.95600659353803,30.91007423400879,129693500,0.0,0.0,PETR4.SA
2025-02-28,30.80875037269077,30.859406709239437,30.234621606128478,30.3359375,55476800,0.0,0.0,PETR4.SA
2025-03-05,29.56762436663716,29.643612107067607,29.17079914208094,29.229900360107422,48552000,0.0,0.0,PETR4.SA
2025-03-06,29.390316530070617,29.65204953814829,28.73175513313389,28.925945281982422,47749600,0.0,0.0,PETR4.SA
2025-03-07,28.951277874767793,29.4916336541403,28.900618312661184,29.23834228515625,28074700,0.0,0.0,PETR4.SA
2025-03-10,29.196130536074307,29.229900360107422,28.70643104868367,29.229900360107422,35037200,0.0,0.0,PETR4.SA
2025-03-11,29.339657960915574,29.46630525481205,28.630440200799153,28.790857315063477,28805400,0.0,0.0,PETR4.SA
2025-03-12,28.841516876776964,29.04415190285643,28.67265489183982,28.790857315063477,20149100,0.0,0.0,PETR4.SA
2025-03-13,28.858402593931515,29.1623535142015,28.74020017399861,29.07792091369629,19263600,0.0,0.0,PETR4.SA
2025-03-14,29.213007882437473,30.192403436787625,29.018817745541014,29.972885131835938,41529400,0.0,0.0,PETR4.SA
2025-03-17,30.06576046347101,30.741205142498337,30.05731559329763,30.530128479003906,31175900,0.0,0.0,PETR4.SA
2025-03-18,30.555456161499023,30.741204653064575,30.319051332796853,30.555456161499023,15086400,0.0,0.0,PETR4.SA
2025-03-19,30.62300272626534,30.673662284982747,30.42036771217,30.530128479003906,21180500,0.0,0.0,PETR4.SA
2025-03-20,30.530127340366985,30.800305201901494,30.192403403061768,30.597673416137695,46921900,0.0,0.0,PETR4.SA
2025-03-21,30.58079360969331,31.26468006272723,30.547020564394757,31.07048988342285,61175700,0.0,0.0,PETR4.SA
2025-03-24,30.98605793602919,31.188689749562982,30.81719594423463,31.02827262878418,20348000,0.0,0.0,PETR4.SA
2025-03-25,31.112700546143483,31.67838770884535,30.926955262631587,31.273120880126953,28036100,0.0,0.0,PETR4.SA
2025-03-26,31.365996498359987,31.771263344729057,31.365996498359987,31.568628311157227,26870300,0.0,0.0,PETR4.SA
2025-03-27,31.602400920084634,32.05832732378675,31.5686278781568,31.80503273010254,28444400,0.0,0.0,PETR4.SA
2025-03-28,31.78815216656677,31.982342343207897,31.315339201196096,31.60240364074707,22057700,0.0,0.0,PETR4.SA
2025-03-31,31.534852531073803,31.779702235990595,31.30689256666086,31.374435424804688,26049400,0.0,0.0,PETR4.SA
2025-04-01,31.492639541625977,32.05832671038242,31.408210159196415,31.492639541625977,19075600,0.0,0.0,PETR4.SA
2025-04-02,31.4673100564324,31.49263822594823,31.09581628017805,31.4082088470459,16959200,0.0,0.0,PETR4.SA
2025-04-03,30.5216858872324,30.64832994895429,30.06575953517555,30.395038604736328,65896000,0.0,0.0,PETR4.SA
2025-04-04,29.3312157727688,29.559175744360072,28.546010294878464,29.170795440673828,87263200,0.0,0.0,PETR4.SA
2025-04-07,28.638882382609918,29.17079651777014,27.954996001035596,28.014097213745117,85724900,0.0,0.0,PETR4.SA
2025-04-08,28.453138691611684,28.655770512054687,26.916499022970243,27.0178165435791,62128500,0.0,0.0,PETR4.SA
2025-04-09,26.435241660944698,28.351819818601133,26.20728008157482,28.11541175842285,106391600,0.0,0.0,PETR4.SA
2025-04-10,27.862119945663466,27.879006465456786,26.34236859278214,26.36769676208496,71250600,0.0,0.0,PETR4.SA
2025-04-11,26.595660928631446,27.27110564139418,25.987760687144984,26.89116859436035,65329400,0.0,0.0,PETR4.SA
2025-04-14,27.524398095231238,27.76080616963376,26.545004028163998,26.789852142333984,56015200,0.0,0.0,PETR4.SA
2025-04-15,26.789849242447797,26.90805326685398,26.15661926382487,26.173505783081055,58276900,0.0,0.0,PETR4.SA
2025-04-16,26.418355481134398,26.570329323278727,26.04686010943389,26.173505783081055,73227700,0.0,0.0,PETR4.SA
2025-04-17,26.535268069509105,26.976513350083806,26.353578059760853,26.691001892089844,65752700,0.74813,0.0,PETR4.SA
2025-04-22,26.64774092995425,27.037075476906555,26.24110390885794,26.751564025878906,41683900,0.0,0.0,PETR4.SA
2025-04-23,27.123595568072314,27.495626006025017,26.38818675470211,26.448749542236328,71566500,0.0,0.0,PETR4.SA
2025-04-24,26.656393485095446,26.682349672109655,26.00750366164961,26.32762336730957,61589200,0.0,0.0,PETR4.SA
2025-04-25,26.249757050061607,26.587179237815636,26.128631475013943,26.40549087524414,35581500,0.0,0.0,PETR4.SA
2025-04-28,26.440097869292842,26.63043994744756,26.171890527598364,26.301668167114258,27362000,0.0,0.0,PETR4.SA
2025-04-29,26.215149130758977,26.656394424273895,26.085371491539817,26.44009780883789,33041100,0.0,0.0,PETR4.SA
2025-04-30,26.310319749876232,26.45740151203473,25.920985188217795,25.946941375732422,52798300,0.0,0.0,PETR4.SA
2025-05-02,26.128630458814065,26.65639305114746,25.929636328702262,26.65639305114746,33146600,0.0,0.0,PETR4.SA
2025-05-05,26.448751874016395,26.49201219050633,25.66143226623535,25.66143226623535,59011700,0.0,0.0,PETR4.SA
2025-05-06,26.0507644177256,26.293015566475358,25.920985130652873,26.085371017456055,52751300,0.0,0.0,PETR4.SA
2025-05-07,26.21514760430981,26.21514760430981,25.86907336980577,26.206497192382812,35050400,0.0,0.0,PETR4.SA
2025-05-08,26.466052364925424,26.846734846680132,26.344926795817518,26.569873809814453,44665000,0.0,0.0,PETR4.SA
2025-05-09,26.907300094533337,26.976514947533182,26.509313452125024,26.7429141998291,25075600,0.0,0.0,PETR4.SA
2025-05-12,27.599446707585972,27.833045788852942,27.383150100708008,27.383150100708008,53493600,0.0,0.0,PETR4.SA
2025-05-13,27.48697329021165,27.902262380758064,27.123594923430502,27.79844093322754,56165300,0.0,0.0,PETR4.SA
2025-05-14,27.68596780758911,27.78978926274869,27.42641251947787,27.60810089111328,28060100,0.0,0.0,PETR4.SA
2025-05-15,27.42641029212937,27.763832469313765,27.331239257451863,27.5734920501709,32468300,0.0,0.0,PETR4.SA
2025-05-16,27.54753613664703,27.824395530951076,27.391802314797964,27.703269958496094,48111800,0.0,0.0,PETR4.SA
2025-05-19,27.547535547688362,27.772482563091977,27.426409977823013,27.66866111755371,30200500,0.0,0.0,PETR4.SA
2025-05-20,27.729226995008474,28.040694666784173,27.64270966414839,27.781139373779297,33485800,0.0,0.0,PETR4.SA
2025-05-21,27.867654310485282,28.02338813299379,27.417758617942233,27.469669342041016,28724100,0.0,0.0,PETR4.SA
2025-05-22,27.374496222590544,27.38314828431721,27.00246581940418,27.10628890991211,42207300,0.0,0.0,PETR4.SA
2025-05-23,26.89864751445733,27.166854858398438,26.708307084920456,27.166854858398438,25732400,0.0,0.0,PETR4.SA
2025-05-26,27.218763401954405,27.279327836243947,26.94190401747919,27.080333709716797,21277100,0.0,0.0,PETR4.SA
2025-05-27,27.270677237421165,27.40045487458068,27.132247537756058,27.279329299926758,34361500,0.0,0.0,PETR4.SA
2025-05-28,27.400452684143332,27.44371134300094,27.192808151245117,27.192808151245117,30516200,0.0,0.0,PETR4.SA
2025-05-29,27.23606785015361,27.25337197444226,26.86403742900824,27.028423309326172,20778800,0.0,0.0,PETR4.SA
2025-05-30,26.950555245437084,27.054378336508158,26.7342586517334,26.7342586517334,45127700,0.0,0.0,PETR4.SA
2025-06-02,27.374495655424496,27.3831477169719,26.82942897963408,26.889991760253906,35111000,0.0,0.0,PETR4.SA
2025-06-03,26.630786348693125,27.005114749374776,26.194070164554464,26.898164749145508,59828700,0.909166,0.0,PETR4.SA
2025-06-04,26.951639575773793,27.13880462487965,26.087119996403715,26.15842056274414,41952900,0.0,0.0,PETR4.SA
2025-06-05,26.292109170240998,26.41688473757672,26.033643552257445,26.167333602905273,23774000,0.0,0.0,PETR4.SA
2025-06-06,26.247544565226296,26.58622180286907,26.167331222111528,26.443620681762695,28069300,0.0,0.0,PETR4.SA
2025-06-09,26.04255759566587,26.265372090940033,25.721705878430065,25.997995376586914,43834800,0.0,0.0,PETR4.SA
2025-06-10,26.21189640014537,26.933814869904324,26.158421398666096,26.78230094909668,46241800,0.0,0.0,PETR4.SA
2025-06-11,27.005115713750534,27.771598109170327,27.005115713750534,27.673559188842773,52432400,0.0,0.0,PETR4.SA
2025-06-12,27.450745703090362,28.4400426264608,27.388357915119204,28.297441482543945,51729500,0.0,0.0,PETR4.SA
2025-06-13,29.509551718973164,29.563025020866757,28.671767057260823,28.99262046813965,74902600,0.0,0.0,PETR4.SA
2025-06-16,28.99261879432193,29.349123319134115,28.5826409707033,28.707416534423828,45972200,0.0,0.0,PETR4.SA
2025-06-17,28.85893375851461,29.491726095497537,28.850019274963124,29.358036041259766,57633400,0.0,0.0,PETR4.SA
2025-06-18,29.375861045390295,29.598675531596008,28.95697212324144,29.331298828125,49342900,0.0,0.0,PETR4.SA
2025-06-20,29.170871930879567,29.554113116579405,29.081747496945322,29.25108528137207,85062700,0.0,0.0,PETR4.SA
2025-06-23,29.669975711686675,29.714537925816785,28.35091275419768,28.520252227783203,54592400,0.0,0.0,PETR4.SA
2025-06-24,27.88746065083971,28.377651818392746,27.753770605198387,27.95876121520996,48728300,0.0,0.0,PETR4.SA
2025-06-25,27.914197207840424,28.110275034165802,27.816158294677734,27.816158294677734,23127700,0.0,0.0,PETR4.SA
2025-06-26,27.940937541775238,28.163752033017563,27.90528640720543,28.03897476196289,17227000,0.0,0.0,PETR4.SA
2025-06-27,27.97658498896594,28.0300616870217,27.75377051355222,27.816158294677734,16482100,0.0,0.0,PETR4.SA
2025-06-30,27.81616033298955,28.065713175717878,27.718123112582433,27.967674255371094,23091100,0.0,0.0,PETR4.SA
2025-07-01,28.030062541912745,28.137012541407067,27.86072305945055,28.065711975097656,17014100,0.0,0.0,PETR4.SA
2025-07-02,28.145923033416835,28.734154782507854,28.056796907800653,28.5648136138916,28311600,0.0,0.0,PETR4.SA
2025-07-03,28.520254014239402,28.86784406605727,28.466779013945793,28.66285514831543,14322300,0.0,0.0,PETR4.SA
2025-07-04,28.52025299092109,28.796544165727113,28.493514641763863,28.6272029876709,9356900,0.0,0.0,PETR4.SA
2025-07-07,28.62720376864415,28.751979334902753,28.431127635960692,28.57373046875,17938800,0.0,0.0,PETR4.SA
2025-07-08,28.58264069145298,29.046095209229254,28.546989559344244,28.983707427978516,28778300,0.0,0.0,PETR4.SA
2025-07-09,29.028270645050146,29.081747345058933,28.573730594552703,28.805456161499023,22338900,0.0,0.0,PETR4.SA
2025-07-10,28.529165243586355,28.903495347374978,28.270701324228973,28.73415756225586,23102800,0.0,0.0,PETR4.SA
2025-07-11,28.698503992963683,29.144132926395173,28.653941779596323,29.081745147705078,23946700,0.0,0.0,PETR4.SA
2025-07-14,29.08174657516387,29.206522138668586,28.62720313682057,28.698505401611328,24106300,0.0,0.0,PETR4.SA
2025-07-15,28.734156450975764,28.858932014119922,28.350913578591094,28.475690841674805,18688300,0.0,0.0,PETR4.SA
2025-07-16,28.431128956766223,28.475692875314284,28.04788775695129,28.333091735839844,27588900,0.0,0.0,PETR4.SA
2025-07-17,28.315264288492738,28.315264288492738,27.98549811288988,28.04788589477539,27497600,0.0,0.0,PETR4.SA
2025-07-18,27.985498467996113,28.163750732736176,27.27249280891503,27.62008285522461,57635000,0.0,0.0,PETR4.SA
2025-07-21,27.5309580501516,27.878549813158536,27.424008046103054,27.673559188842773,16412000,0.0,0.0,PETR4.SA
2025-07-22,27.673556748465614,28.145924041186962,27.620081751157006,27.940935134887695,24557100,0.0,0.0,PETR4.SA
2025-07-23,27.940936561385367,28.546990528349983,27.89637264473676,28.511341094970703,27418600,0.0,0.0,PETR4.SA
2025-07-24,28.457865018521073,28.538078365514913,28.208312194546956,28.466777801513672,17856300,0.0,0.0,PETR4.SA
2025-07-25,28.51133893011391,28.68067840064152,28.440038368829576,28.502426147460938,13341000,0.0,0.0,PETR4.SA
2025-07-28,28.66285386987175,28.90349391036918,28.235050486724894,28.53807830810547,27972800,0.0,0.0,PETR4.SA
2025-07-29,28.689590539330975,29.055006141855472,28.51133997952901,28.912405014038086,33284000,0.0,0.0,PETR4.SA
2025-07-30,28.78763156412192,29.260000597073038,28.760894913156893,29.206523895263672,27110400,0.0,0.0,PETR4.SA
2025-07-31,28.921318509478454,29.18869519002195,28.89457846150884,29.090656280517578,23544900,0.0,0.0,PETR4.SA
2025-08-01,29.233258838588288,29.331297752905595,28.55590432130008,28.707416534423828,24191800,0.0,0.0,PETR4.SA
2025-08-04,28.707417365236836,28.760894065470055,28.48460288075059,28.66285514831543,15215600,0.0,0.0,PETR4.SA
2025-08-05,28.636118328814685,28.885669462002348,28.546990495619664,28.796545028686523,20635500,0.0,0.0,PETR4.SA
2025-08-06,29.055005940447728,29.358033759943986,28.68959034045627,28.832191467285156,32854600,0.0,0.0,PETR4.SA
2025-08-07,29.090659388116993,29.2778227445032,28.903496031730782,28.99262046813965,21111400,0.0,0.0,PETR4.SA
2025-08-08,28.07462549775832,28.564816691552846,27.210105895996094,27.210105895996094,107235300,0.0,0.0,PETR4.SA
2025-08-11,27.37052752520011,27.655731462728347,27.25466475365694,27.379440307617188,28045800,0.0,0.0,PETR4.SA
2025-08-12,27.441831638477943,27.869635023763102,27.317054376148448,27.450742721557617,37973300,0.0,0.0,PETR4.SA
2025-08-13,27.45074315480198,27.504219853761285,27.103153111264355,27.24575424194336,38340700,0.0,0.0,PETR4.SA
2025-08-14,27.388355933398802,27.388355933398802,26.755563615546745,26.898164749145508,43087500,0.0,0.0,PETR4.SA
2025-08-15,26.826865829046483,26.933815835840612,26.506012408784677,26.889253616333008,55416100,0.0,0.0,PETR4.SA
2025-08-18,26.96055292440014,27.227929628798506,26.755564004365418,27.058591842651367,31498100,0.0,0.0,PETR4.SA
2025-08-19,26.915989035752446,26.942725684568412,26.604048433363157,26.773387908935547,39294300,0.0,0.0,PETR4.SA
2025-08-20,26.84469056618393,27.058592273093247,26.826864998956573,26.933815002441406,23706600,0.0,0.0,PETR4.SA
2025-08-21,26.933814891182674,27.120979946417464,26.74665153588753,26.996204376220703,23327000,0.0,0.0,PETR4.SA
2025-08-22,27.244052200930334,27.772708892822266,27.16201911611049,27.772708892822266,49813600,0.671924,0.0,PETR4.SA
